parentGameId,variableId,variableName,category,scopeType,scopeLevel,isSubcategory,defaultValue
j1n8nj91,e8mqpdxn,Target score,,global,,true,4qy6xmdl
369wv90d,gnx62rxn,Cookies Baked,,global,,true,1pyx5681
369wv90d,dloo635l,Verified?,,global,,false,q757xzd1
369wv90d,2lge15e8,Oven Type,,global,,true,
369w2pgd,ylqx3x78,Jeff Kinney,vdo7oy12,full-game,,true,10v75xjl
369w2pgd,kn0k9e08,Dav Pilkey (CU),7dgpryxd,full-game,,true,
369w2pgd,ylqx3d78,Illustration Reading,,global,,false,qke8r5dq
369w2pgd,0nwmg6x8,Mary Pope Osborne,w20oy1j2,full-game,,true,qzn44o2q
369w2pgd,p85ypx5l,Rachel Renee Russel,9kvzy90d,full-game,,true,
369w2pgd,2lgekpq8,Dav Pilkey (DM),wdmj6ved,full-game,,true,
369w2pgd,789vmmqn,Homer (Iliad),9kvzq8ed,full-game,,true,q75go4p1
369w2pgd,2lgexxq8,Homer (Odyssey),rkly956d,full-game,,true,qke83myq
369w2pgd,kn0k35o8,Marcus Aurelius,7dgpmxgd,full-game,,true,qyz42wd1
369w2pgd,p85yjgxl,CIA,w20oey52,full-game,,true,le28wvml
369w2pgd,p85yjvxl,Dr. Seuss,,global,,true,
369w2pgd,68k1903l,Weaver,w207y8zk,full-game,,true,
9d389y91,gnx2jvx8,Platform,,global,,true,jqzjdy8l
369woy2d,rn1yp9kn,Points,,global,,true,
76rx34v6,j84kdyyn,Car Type,,global,,true,8105x4oq
3dxknkp1,jlzxzv78,Player Count,,global,,true,10vopjol
m1meno4d,onv9wdw8,Players,,global,,true,
3dxy72g6,ylpy93kl,Point Total,,global,,true,
m1me0zxd,e8m7jpv8,Point Total,,global,,true,
m1zr8xd0,onvegwlm,Variant,,global,,true,5lm8nm8q
4d7gyld7,0nw4358q,Set/Random,,global,,true,p12oz0dl
y65po0de,j846x2jl,Mode,z273zpgd,global,,true,gq7rmgyl
y65po0de,wl366p9l,Mode,jdr1ygx2,full-game,,true,jq6yk271
y65po0de,j84kkwjn,Difficulty,z273zpgd,full-game,,true,rqv6wdwl
y65po0de,5lyjjjkl,Difficulty,jdr1ygx2,full-game,,true,z195gd0q
y65po0de,ylq999z8,Difficulty,q258y9j2,full-game,,true,gq79ekvl
j1ll7371,789k76ql,Console,,global,,true,p12zzzv1
pd0qo501,p85p4dvl,Version,,global,,false,le220k6l
26899771,2lgy6k3l,Player Count,,global,,true,
pdv2xv96,9l79k04n,Stage,z27ye102,full-game,,true,q65578jl
pdv2xv96,yn23gxdl,Mode,z27ye102,full-game,,true,1w448yvq
pdv2xv96,6njyrden,Game,zdnp38ek,full-game,,true,1399rgx1
pdv97z91,wlegemen,Point Total,,global,,true,
k6qpnnmd,dloo49el,Point Total,xk9mvggd,global,,true,
k6qpnnmd,jlzp720n,Stage Count,zdnv84xk,global,,true,
9dox9wed,ql6y5ek8,Player Count,,global,,true,
9dox9wed,onv5mv0l,Jump Count,7kjnp0nd,global,,true,
9dox9wed,ylpy46rl,Point Total,xk9mgz4d,global,,true,
nd2exr5d,rn14761n,Version,,global,,false,
nd2exr5d,j84671wl,Game Speed,,global,,false,
m1mxo0j6,wl3jvp68,Difficulty,,global,,false,
m1mxo0j6,wleg30xn,Player Count,,all-levels,,true,
yd4vq5de,ylpge0dl,Glitched,,full-game,,true,qznn234q
369w8m8d,7893o758,Type,,global,,true,
76r4eev1,789v2kqn,Point Total,vdol87yd,global,,true,
76r4eev1,onv5q6wl,Stage Complete,wkpx1zg2,global,,true,
o1y372o6,38d9334l,Point Total,mkemmg92,global,,true,
o1y372o6,r8rr3358,Point Total,n2yzzpek,global,,true,
k6ql4z1g,gnx00g4n,Version,,global,,true,xqk90d91
y65r2271,789vqg5n,Stage Count,,global,,true,
y655gm36,r8rqj92l,Category,zdno7xe2,full-game,,true,81w6045l
y655gm36,5ly9r5kn,Category,7dg17n7d,full-game,,true,5lepx2z1
y655gm36,6nj53w6l,Speed,zdno7xe2,full-game,,false,
y655gm36,kn0vg6dl,Shields,zdno7xe2,full-game,,false,
y655gm36,6njkvxpl,Players,7dg17n7d,full-game,,true,5leje3m1
w6jllqxd,6njv3djn,Difficulty,,global,,true,9qjd90eq
o1y3ygo6,ylqx2z78,Round Count,,global,,true,
m1zye506,6nj1y3en,Point Total,,global,,true,
76rmo418,wley2mkn,Points,vdo4yw92,full-game,,true,19243p4q
76rmo418,rn1q2klj,Version,vdo4yw92,full-game,,true,zqoxpz4q
76rmo418,j84vqyj8,Version,xd13584k,full-game,,true,qkerdn4q
76rmo418,68kyg0yl,Levels,xd13584k,full-game,,true,12v5n02q
kdkqyoqd,kn0k90z8,Loop Count,zd3e6xnk,global,,true,
kdkqyoqd,ql6ywr78,Point Total,9kvzm90d,global,,true,
o1yjzmr1,ylqqvdwl,Points,,all-levels,,false,gq7m7ryq
pd0qy7l1,68k5z038,Version,,global,,true,5q8wv3yq
9doxn73d,0nwmdr58,Level Count,vdo75ov2,global,,true,
9doxn73d,789vmg5n,Point Total,wkpz5owd,global,,true,
j1l05z1g,j84o2wl9,Version,,global,,true,jq6yx731
9d30yydl,2lgz1m68,Version,,global,,true,21gjgwm1
4d7x97r1,jlz2070l,Difficulty ,,global,,true,
j1lqynz6,68k5xm48,Difficulty,,global,,true,81wx47ml
j1lqynz6,p85po1xl,Platform,,global,,true,
pdv2n4r6,5ly9d7yn,Runing Type,,global,,false,5le72kz1
pdv2n4r6,kn0v3z7l,How many points,,global,,false,81wx45ol
9d38xee1,9l752jz8,System,,global,,true,9qj8dmo1
y65r4971,rn1g6d1n,Goals,9kvgry8k,full-game,,true,le2nyy5l
y65r4971,p85p0q3l,Goals,rkl80jn2,full-game,,true,q5v4wwml
y65r4971,38dek2zn,Goals,ndxwr1rk,full-game,,true,lx5g2221
m1mxxoj6,r8rg6k5n,Subcategory,,global,,true,xqkrdek1
m1mxxoj6,ylpv75kl,Game Speed,,global,,false,
lde3wen6,r8rg6dwn,Skill Level,,global,,false,
w6jl9v2d,onv6w2w8,Preview,,global,,true,8105rrjq
nd275yv1,onv5477l,Stage Count,8244xwn2,global,,true,
nd275yv1,ylpyq76l,Point Total,9d89prl2,global,,true,
o1y3z426,kn0k0mz8,Stage Count,jdzz3y6d,global,,true,
o1y3z426,ql6yr178,Point Total,02qzg592,global,,true,
kdkmw3q1,kn09v23n,Platform,,full-game,,true,ln8e49ol
j1nelle1,2lgrw4on,Difficulty,,full-game,,true,zqopoz21
369ro86l,r8rg0j5n,System,,global,,true,jqz09z41
v1pl7076,e8m7vyq8,Point Total,,global,,true,
m1m5k3d2,wledwzxn,Platform,9d8jpg6k,global,,true,zqodvr51
w6j7m556,r8rejy0l,Test,,global,,true,q8keyryq
w6j7m556,5lyer2g8,Categories,,full-game,,true,ln8yxkol
w6j7m556,gnx357xn,Categories,,all-levels,,true,
kdk9ol6m,9l7dkzl1,Extra Life,9kvxl3j2,global,,true,gq72mwy1
kdk9ol6m,yn25240n,Rank,,global,,false,
kdkmege1,onvv40wn,Sub Category,mkeyjrn2,full-game,,true,gq73j8vl
kdkzjqld,r8re0v0l,Version,,global,,true,qoxmk44q
76r4w251,gnx69y4n,Version,,global,,true,ln8z83jl
268eyz56,6njzq9el,Moves to treasure,,global,,true,mlnpz7d1
268eyz56,ql614ov8,Direction,,global,,false,5lmvge4l
268eyz56,0nw7kxx8,Lookless,,global,,false,4lxrekrl
k6q4y8md,2lgrmzqn,Difficulty,,full-game,,true,rqvoy3wl
m1zkl2m1,5ly9y62n,Levels,,full-game,,true,81pk5znl
76r3yx46,onvvypwn,Levels,,global,,true,21gzwnml
o6gn5x91,onv4w5rn,Players,,global,,true,4lx6yn4l
9d384ye1,kn09wo7n,Mode,9d88we6d,full-game,,true,le228jkl
j1neem91,0nw27edn,Game Speed,,global,,false,
3dx22p41,gnx0w6xn,Game Speed,,global,,false,
nd2eejrd,2lgz5pe8,Game Speed,,global,,false,
o6glnzxd,2lgy41ol,Difficulty,,full-game,,true,q65y20ol
j1ne4ge1,9l73gkqn,Difficulty,,global,,true,p125mdv1
j1ne4ge1,ylp620kn,Bonus,wkpnwyvd,global,,true,21gzoyml
268e90k6,wle63zr8,Difficulty,,global,,false,
268e90k6,6nj119en,Atari 2600,,global,,true,
268e90k6,kn0kkd78,Categories,q256gwvk,global,,true,
268e90k6,ql6yyov8,Categories,jdr4v652,global,,true,
yd4o72x1,wl36ov6l,Subcategory,,global,,true,5lee3epl
yd4o72x1,p859op3n,Game Speed,,global,,false,
j1ne9pe1,r8reg27l,ColecoVision,jdz93xx2,full-game,,true,1pyy8381
369pg821,0nw2v3xn,Game Type,02qlv9jk,full-game,,true,klr5my21
369pg821,ylpg4zvl,Game Type,xd17v17d,full-game,,true,qker4wkq
3dx257v1,wlex5628,Waves,,global,,true,xqkm4pyl
9d3w3g91,j84vqky8,Game Type,zd3zop8k,full-game,,true,qzn6p24q
9d3w3g91,2lgyvzql,Speed,zd3zop8k,full-game,,true,q5vonmrl
ldeppj13,rn1qkplj,Difficulty,9d8vnxwk,global,,true,21dkzrjl
ldeppj13,0nw255kn,Console,rkljqz8d,global,,true,z19z87jq
ldeppj13,789kzz6l,Version,ndx1m0v2,global,,true,81pxd8eq
ldeppj13,2lgz4438,Version,w20yw5ok,global,,true,21gx2yxq
y655x2e6,r8r4kxrn,Lost,jdr6x5gd,full-game,,true,le268xkl
y655x2e6,gnx301pn,Console,,full-game,,true,le22g95l
3698vpgd,ql6e93jn,Skill,,global,,true,xqkygedl
m1zynw26,7893y938,Game Version,,all-levels,,true,
kdkz8jxd,rn1gq0pn,Levels,5dwvo1nk,full-game,,true,139xn031
kdkz8jxd,38dew1xn,No. of Points,9d8wp13d,global,,true,qvvxk9rq
kdkz8jxd,2lgyxw7l,Points (Fast-Moving Pac-Man),vdovpmv2,global,,true,lx5g2m21
kdkz8jxd,9l79m6qn,Game#,9d8wp13d,global,,false,q65vojnl
kdkz8jxd,yn23ky2l,DSP,9d8wp13d,global,,false,139xkyk1
kdkz8jxd,6njyx9jn,Game#,vdovpmv2,global,,false,lx5g2jj1
kdkz8jxd,kn093don,DSP,vdovpmv2,global,,false,1pyek5e1
kdkz8jxd,ql6wmokn,Game#,5dwvo1nk,global,,false,q7523xn1
kdkz8jxd,onv9xq08,DSP,5dwvo1nk,global,,false,10v6ndjl
kdkz8jxd,r8req2wl,Pac-Speed,5dwvo1nk,global,,true,lx5gv931
kdkz8jxd,wley5dxn,Pac-Speed,9d8wp13d,full-game,,true,1pyemvk1
k6qw7ko6,68k7z3yl,Player Count,,global,,true,p120k87l
w6jgjj26,2lgex778,Platform,,global,,true,
j1nepry1,wl31qyw8,2600 Difficulty,wkp9g3g2,global,,true,jqzd2k4l
3698ryld,kn00x1zn,SUB CATEGORY,9kv3j902,global,,true,qj76zdeq
3698ryld,9l79xeqn,SUB CATEGORY,rklme3wd,global,,true,qkeexm4q
3dxy3x46,2lgy7wql,Game Version,,global,,true,
m1zjrzx6,2lg3gdon,Score,wdmvj15d,single-level,gdr6kpld,false,
268wmyo6,5lyxqp2n,Loops,,global,,true,9qj36zel
268wmyo6,68k7mwql,Game,,full-game,,true,21gmjp81
nd2er73d,kn0mw00l,Platform,,global,,true,klrp2zoq
w6j3p4dj,p855o78g,Difficulty,,global,,false,
w6j3p4dj,dloyk3m8,Version,,global,,true,81wp8yoq
o6gn29o1,9l75dr98,Burger,vdog8e12,full-game,,true,qyzvdo71
w6jkle1j,r8r167rn,Version,,global,,true,0q5eyr7q
m1menejd,j84v03y8,Platform,,global,,true,ln8ex46l
m1mxxe36,5ly7q09l,Difficulty,xd1elnz2,global,,true,21ggk7n1
m1mxxe36,ylqkpz3l,Difficulty,zd3681ed,global,,true,21ddpw41
m1mxxe36,gnxr4z6n,Difficulty,9kvm7eek,global,,true,4qy4kr4q
m1mxxe36,dlo3pzel,Difficulty,rklqv162,global,,true,810728wl
nd2okv60,ylqkwd3l,Version,vdo81xvk,global,,false,81wrp0ml
y654pk3d,78960z98,Level,,global,,true,5lerp76q
j1n4r8w6,9l7yp19l,Stage Count,zd31y8n2,global,,true,
j1n4r8w6,yn20q10l,Point Total,9kvex70d,global,,true,
j1ll5gv1,onvj3wrn,Console,,global,,true,81ww0oo1
j1ll5gv1,kn0jqqdl,Game,,global,,true,9qjy8neq
v1pppz18,68k71y3l,Loops,,full-game,,true,21g3gj6q
k6q4vvmd,r8r1y3rn,Difficulty,xd14jerd,full-game,,true,21dzg0jl
nd272nq1,0nwmegk8,Pattern Count,,global,,true,
o6gn5e81,dlo6jvml,System,,global,,true,jqz37r81
nd2vo310,7897p9nw,Deathless,,global,,false,
76rxx256,ql6g1xk8,Game,,global,,true,81p73nn1
76rxx256,68km91ql,Glitches,,global,,true,4qy4564q
3dx20gg1,ylq95wv8,RoTT,n2y3r7ed,global,,true,0q58nzrq
3dx20gg1,dlom4vj8,WFME,zdn1ox7k,global,,true,p12zddv1
3dx20gg1,gnxr29jn,Difficulty,n2y3r7ed,global,,false,
3dx20gg1,jlzw3x0l,Percentage,z27o5l5d,global,,true,p12mgnvq
3dx20gg1,yn25eqen,Percentage,wk6ee5o2,global,,true,z19mdy8l
3dx20gg1,ylpe12r8,Players,wk6ee5o2,global,,true,z19mkk8l
3dx20gg1,kn0mdrol,Any%/100%,9kv8q50d,full-game,,true,zqog2rx1
3dx20gg1,0nw7xrk8,Solo/Relay,9kv8q50d,global,,true,5le0d6pq
k6qw9l06,5ly12j2l,Emulator used,,global,,false,
k6qw9l06,7891o9qn,System,,global,,true,klro4kjl
nd28o7ed,p855go08,Waves,,global,,true,1w4veymq
w6j7xq76,ylpqm2r8,Levels,7kjln9n2,all-levels,,true,gq78zov1
w6j7xq76,gnx2zpx8,Collection,7dg7qggd,full-game,,true,0136kj31
w6j7xq76,dlo6z05l,Authors,wkpr7yj2,full-game,,true,0q53wmn1
268w8ro6,ylpqgq68,Console,,global,,true,0q5045m1
kdkm49x1,p8556678,Platform,,global,,true,jqz33z21
y655vr06,e8mqvemn,Platform,,global,,true,zqov07g1
268wrxk6,wl3e4jvn,Platform,,global,,true,
nd2ey9qd,gnxr656n,Difficulty Level,,global,,true,mlnz4g0l
ldej0x13,dlomv9r8,Emulator,wk6vvrd1,global,,false,
ldej0x13,jlzkd2xl,Cycles,wk6vvrd1,global,,false,
ldej0x13,6nj4r0jn,Emulator,n2y77m2o,global,,false,
ldej0x13,kn0jw1ol,Cycles,n2y77m2o,global,,false,
ldej0x13,yn2w2g2n,ScummVM Route,9kvoezo2,global,,true,gq7m44pq
268eeqy6,j84kgrwn,Platform Leaderboard,wk670oed,full-game,,true,klrzj501
268eeqy6,rn11pe1n,Platform Leaderboard,wkpo9vv2,full-game,,true,mlnyd561
268eeqy6,p859dm3n,Platform Leaderboard,wdmw9842,full-game,,true,5lmx8dy1
268eeqy6,38dowxzl,Platform Leaderboard,vdooz3od,global,,true,0q5ox2r1
lde3mkx6,2lgzpwq8,Character,,full-game,,false,
j1llyoz1,yn25ywjn,"Up+Down? (""No"" by default in emulator)",,global,,true,0q5nyj7q
o6g89912,onv6vmw8,Player Force,,global,,false,klrzjej1
pd0jl26e,68kxvzn2,Game Mode,,global,,false,81pyw381
9do5x71p,38d3qel0,Platform,,global,,true,z19x24j1
ldevye13,onvddrnm,Difficulty,,full-game,,true,jq6vmm31
4d7wo367,gnx1w4lv,Game,,global,,true,8106pdp1
3dxy8o46,38d9pgxl,Rating,n2yl887d,global,,true,14o2jmwq
3dxy8o46,r8rr7xw8,Platform,,global,,true,1pyxjme1
ldejqn51,kn001k7n,Extra Life,ndx035vd,global,,true,810d4e2l
ldejqn51,r8r40y5n,subcategory,jdz03z32,global,,true,14o550eq
ldejqn51,p8556mx8,perfect bonus,rklzn6w2,global,,true,lx5v5vr1
o1y9gqr6,ql61dew8,PAL-time,,global,,false,
j1llv2z1,onvjj6rn,Platform,,global,,true,81p8z0gl
o1yjwjo1,e8mqrywn,Track,02qe1pz2,full-game,,true,mlnx6koq
o1y3j2v6,38de1oen,Platform,,global,,true,qyz7g861
nd28qovd,onv4315n,Elevator,,global,,true,81w0ew9l
nd28qovd,ylpq59k8,System,,global,,true,rqvy6w5q
4d7wgr67,onv6v0w8,Console/Version,zdnrn3q2,full-game,,true,21d46751
4d7wgr67,kn0jwe0l,Console/Version,ndx7vw52,full-game,,true,rqv3r0rl
4d7wgr67,ql67d9w8,Console/Version,zd3w1wnk,full-game,,true,z1979vyl
kdkqmnld,wl3ezqvn,Hz,,global,,false,qyz54441
kdkqmnld,ql6wz27n,Score,jdr0y8ld,full-game,,false,1925r90q
pd0q5wl1,jlzrqjq8,Sub Category,wkp5q40d,full-game,,true,mln9vgoq
pd0q5wl1,9l7xw4pn,Sub Category,7dgm5oxd,full-game,,true,810pn4ol
nd270z31,9l7yo39l,Difficulty,,global,,true,
268eo096,ylpmo0dl,Version,w20gogzk,global,,true,5q85g8yq
268eo096,0nwk46xn,Level set,wdmxj5xk,global,,true,21drdj3q
268eo096,789j090n,Level set,vdo8751k,global,,true,4qy34v3l
268eo096,2lgg07ol,Version,wkp1z1vk,global,,true,9qjjd60q
268eo096,e8m5rjmn,Model,,global,,false,
ldejxxj1,dlor3m5l,Version,,global,,true,5le0jjmq
ldejxxj1,yn2w11gn,Model,,global,,false,
w6jg4z76,yn200kjl,Stage Count,xd1plqrd,global,,true,
w6jg4z76,6nj11x5n,Point Total,zd3e8ryk,global,,true,
369xzl6l,6nj2rpl4,Number of players,,full-game,,true,5le2o95l
369xzl6l,789kreql,Platform,,global,,true,21dvowg1
m1zkvkm1,ql6w3jxn,Platform,q251r3wd,global,,true,
k6qkxz6g,yn23242l,Console,9kvgle0k,full-game,,true,qznvr44q
k6qkxz6g,68ky2kkl,Loops,9kvgle0k,full-game,,true,1gnew2ol
k6qkxz6g,j84vzww8,Console,w20456zk,full-game,,true,lr3jeywl
o6gnlko1,5ly1y5jl,Difficulty,,global,,false,814j36j1
w6jl8q7d,r8rom2r8,High Score,9kvo7v02,full-game,,false,
w6j78356,gnx209g8,Difficulty,,global,,false,
m1me3gpd,7893y7q8,Game Version,,full-game,,true,
k6qpj0zd,7893y438,Game Version,,all-levels,,true,
pd0qe4w1,onv4pq5n,High Score,5dwvymlk,global,,false,
4d7x34r1,ylqx43w8,Round Count,,global,,true,
j1lpmjdg,7893zq68,Category,,global,,false,
kdk4ze1m,dloorgjl,Version,,global,,true,le2ewn6l
kdk4ze1m,yn237yjl,Track,,full-game,,true,qzn6n78q
m1zjy8m6,r8rgxdwn,Full Game Category,jdz8m6rd,full-game,,true,jq64odn1
ldewzeed,wl3ekyon,Game Version,,global,,true,
3698jmgd,jlz296ql,Game Version,,global,,true,19256x8q
k6qw33m6,9l79x6pn,Input,,full-game,,true,1922ww0q
k6qp45od,j84v1dj8,Platform,,global,,true,
46w3r7n1,ylpvkpkl,Run,,global,,true,5leko3ml
m1mx3rk6,kn0419ol,Platform,,global,,true,klr5vwj1
kdkz8oqd,p859vpxn,Difficulty,w20yqq8k,full-game,,true,81wny2o1
w6j75946,gnx29268,Platform,,global,,true,14o599jq
9d3xggdl,789wq0lw,Trainer Used,,global,,false,
o1ygw41q,0nw4dd8q,Media,,global,,false,4lx0494l
v1plz546,9l7yxy7l,Number of laps,,global,,true,139207d1
v1plz546,0nwm7md8,Difficulty,,global,,true,139208d1
m1mej0jd,jlzpxr7n,Stage Count,zd3eypek,global,,true,
m1mej0jd,9l7y5xzl,Point Total,9kvzxwed,global,,true,
m1zy2v36,p85ye00l,C64,,global,,true,
3dxoxydy,5lyw0y84,Game,,global,,true,mlne07jl
m1zj0k26,wl306ryl,Version,wdmxnpxk,global,,true,9qjjn8gq
m1zj0k26,wled6m2n,Version,vdo8re1k,global,,true,01337631
m1zj0k26,68k4m0kl,Version,wkp18w0k,global,,true,4lx3o6rl
m1zj0k26,gnxjvejl,Model,,global,,false,
yd4olo51,onv9oq78,Platform,,global,,true,1py7pnk1
yd4olo51,0nwgzx08,Arcade version,jdzxw0x2,global,,true,q8ke60kq
j1lqw9e6,wl3e0jwn,Version,zd3430e2,global,,true,qyzzmp71
j1lqw9e6,wleydgrn,Layout,zd3430e2,global,,false,
9d3rjn0d,ylpe7g68,Platform,,global,,true,klrng5o1
nd2qeed0,kn02w383,Hi-Score 50K pts.,w20z4pod,global,,true,4lx5zr21
nd2qeed0,onv2w07l,Hi-Score 100K pts.,wk6vzjxd,global,,true,jq6zrjvl
nd2qeed0,onvwrwlm,VS. Game,mke5ponk,global,,true,p12vnr7q
yd4o7551,j84k3dwn,Platform,,full-game,,true,5q8g5myl
y658r06e,ylp6dpvn,Game Level,jdz9zrg2,global,,true,5q8nopkq
y658r06e,wle9v1k8,GAME LEVEL,xk95p8y2,global,,true,013z0p3q
y658r06e,5ly9zp2n,Mode,jdrwr7gk,global,,true,8102p25q
y658r06e,ylqq5m7l,Mode,wdmln35k,global,,true,013zpz3q
y658r06e,68k5goq8,SubCategory,vdo4vpo2,global,,true,jq68wvnl
ldevr513,e8mo5el6,Platform,,global,,true,81wn5p61
yd4kr4x6,38dmvxx8,2 Player,,global,,false,
yd4kr4x6,p855gmx8,1 Player,,global,,false,
nd28p05d,ylq369w8,Version,,global,,true,1pyyree1
9doxjxkd,r8re9j5l,Difficulty,,global,,true,qkerz49q
j1nrv9dp,9l79d19n,Selection B,,all-levels,,true,
w6j5zx1j,p85e038g,System,,global,,true,5lm2xgyq
j1nqn91p,ylpedr8g,Level,,global,,false,
o1y32or6,yn23mjgl,Point Total,,global,,true,1dk66ppl
o1y394o6,yn2362jl,Platform,,global,,true,
ldejrm51,2lg5w2o8,Skill level,,global,,true,jq68myol
268w856p,9l73p99n,Emulator,7kj114k3,global,,false,
268w856p,yn2vq308,Cycles,7kj114k3,global,,false,
268w856p,68k4y2zl,Emulator,xk988620,global,,false,
268w856p,j84ev2yn,Cycles,xk988620,global,,false,
268w856p,ylqqxxwl,Ending,7kj114k3,global,,true,21d8x95l
268w856p,gnxw66x8,Ending,7dg6nq4k,global,,true,4qy2gd21
9d3804g1,gnx3egxn,TYPE,,global,,true,
pd0qmyl1,ylpqvek8,Number Of Players,,full-game,,true,81wymvmq
yd4rvrk1,onv5v10l,Console,,global,,true,1pyx96v1
yd4rvrk1,p85yde3l,SG-1000 Categories,z27jp8o2,global,,true,
yd4rvrk1,38d9w0zl,Arcade Categories,zdn9mex2,global,,true,
v1po8p46,rn1jyovn,Platform,,full-game,,true,mln20eol
9downro1,dlo3r7dl,Sub Category,q253gnjk,global,,true,p12w3d21
9downro1,e8mm66v8,Sub Category,jdz79mrk,global,,true,4qyy3m2q
9downro1,ylqkqqzl,Sub Category,02qp3n7d,global,,true,810m3y2l
9downro1,rn10y0p8,Sub Category,5dwg6jnk,global,,true,5lmjjxyl
pdvzk96w,6nj505jl,Missions,,full-game,,true,5lm07gy1
pdvzk96w,38dw6v1n,Turbo,,global,,false,p12gmrkq
369pj5l1,p85r457n,Platform,,global,,true,klrv6d2q
369pj5l1,kn0mj30l,Lives,z2740m52,single-level,29vn7nnd,true,81wz3861
3dxrnvdy,789xkvq8,# of Phases,9kvx0v02,full-game,,true,810g6j5l
y6544xed,wle6k6x8,Players,,global,,true,jq64ynj1
4d7wyr67,jlzk5p7l,Level,jdr196g2,global,,true,gq79wmnl
4d7wyr67,9l731yzn,Level,jdzpe03k,global,,true,jqzvdz4l
4d7wyr67,yn2v16g8,Level,xd1em5w2,global,,true,21dvwx31
y658506e,p853k0xn,Subcategory,zdn16xxk,full-game,,true,zqonzmxl
y658506e,ql64wok8,Subcategory,q254pxwd,full-game,,true,21g4mx61
om1m3625,onvvdymn,Version,w20p0zkn,global,,true,013zwgxq
om1m3625,2lg5mxo8,Version,wdmz042q,global,,true,81pr498q
kdkzr0qd,0nwk1p0n,Subcategory,ndx1zx12,full-game,,true,9qjdm8oq
kdkzr0qd,ylpmw66l,Subcategory,zd37n9y2,full-game,,true,mln3vonq
kdkzr0qd,ylpq5j68,Subcategory,wdm7o04d,full-game,,true,81w0e8ol
kdkzr0qd,789jr13n,Subcategory,w20yj6vk,full-game,,true,5lmn3m0q
kdkzr0qd,2lggo5el,Subcategory,vdo3w91d,full-game,,true,jq63j8oq
kdkzr0qd,onvjyyrn,Subcategory,wk68wwx2,global,,true,gq7ewen1
kdkzr0qd,0nw0e30l,Subcategory,vdong6ok,full-game,,true,rqvy6d7q
kdkzr0qd,789dqo3n,Subcategory,wkprepv2,full-game,,true,4lx6042l
kdkzr0qd,e8mp52m8,Subcategory,824oyped,full-game,,true,1dkk035l
j1n099dp,rn1192dn,Course,,full-game,,true,gq79k2pl
pd0wjz21,j84e604n,Version,9kvo0oe2,global,,true,5q85o33q
pd0wjz21,p8543jxl,Version,w20glgjk,global,,true,81w3g2vl
pd0wjz21,ql6742j8,Level,02q35v7k,global,,true,01330gx1
pd0wjz21,38dzj1xn,Version,rkllpl6k,global,,true,5ledoyk1
pd0wjz21,r8r1o2wn,Version,ndx9g9od,global,,true,8143jmvq
pd0wjz21,dlo7yjr8,Model,,global,,false,
pd0qzyv1,kn0vko0l,Difficulty,,global,,true,81w26d91
o1y9xzo6,dloyjmr8,Difficulty,,global,,true,5q88g5yq
46wmv3dr,dlom9dm8,ROB,,global,,true,jq64zoj1
v1plwwz6,ql6yk5j8,Race Day,,global,,false,
v1plwwz6,onv5zmwl,Edition,zdn95492,global,,true,
v1plwwz6,ylpyz4jl,Edition,z27j06z2,global,,true,
9do82xm1,yn2w9zen,Platform subcategory,,global,,true,810kn0jq
9d3rexwd,wle6v1x8,Glitches Allowed,,full-game,,true,zqon2rgl
369pqj01,e8mr3gql,Character,,global,,false,
369pqj01,5lypoy9l,Difficulty,,global,,true,5ler4j5q
ldewzwjd,p85pzmvl,Difficulty,,global,,true,q5vo28rl
o6gnnn81,38dpqr08,Model,,global,,false,
pd0w8el1,5ly1j92l,All Stages,zd3oe6ed,full-game,,true,jq6nvyjl
pd0w8el1,ylp6qzjn,All Stages,vdoyqo92,full-game,,true,5leyrom1
lde3jwj6,r8rokp78,Mode,wdmw5r52,global,,true,jqzyy92l
lde3jwj6,p853vz0n,Date / Used time,,global,,false,
o1y90y26,2lgz9d38,Lead,,global,,false,5lmd78ml
2689nqk1,38d93g1l,Number,ndxqq75k,full-game,,true,q65x3y7l
2689nqk1,r8rr3628,Raceday,ndxqq75k,full-game,,false,1gn4yjnl
k6qw3w96,0nwgo0d8,Model,,global,,false,q655w2jl
k6qw3w96,wl3e0don,CPU,,global,,false,qkee38kq
m1zj3rm6,0nw230rn,Players,z27ogvod,global,,true,0132x6dq
m1zj3rm6,ylpvjqrl,Character,,global,,false,
m9do7e6p,kn04zr0l,Emulator,,global,,false,
m9do7e6p,e8my5dq8,Uses Glitches,,global,,true,5lmxrx01
9do8331p,6njvmypn,Emulator Any%,z27llzd0,global,,false,
9do8331p,kn04y93l,Cycles Any%,z27llzd0,global,,false,
9do8331p,9l7r2kqn,Route ScummVM,vdox1v6d,global,,true,81pm00v1
9do8331p,kn0v2edl,Emulator 100%,zdnxx92q,global,,false,5le7m951
9do8331p,ql6e29xn,Cycle 100%,zdnxx92q,global,,false,z19o8601
w6jex71j,0nw7xdr8,1P/2P/PAL 1P,,global,,true,5le0mwpq
o1y5ovdq,ylpe9qd8,Version,,global,,true,klr46o2q
nd2e2prd,68kd7vql,Version,,full-game,,false,4qyy92dq
yd4x9k1e,r8ro9w58,Board Category,5dw46w5k,global,,true,gq7zdzn1
26828y6p,kn04j3zl,Players,,global,,true,gq793xnl
26828y6p,5lyjpgjl,Character,jdrq9n5k,global,,false,
m1mwypd2,0nw0ogdl,Region,,full-game,,true,p127mo2q
